Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Bar Picos de Europa, Llanes,43.4209169,-4.7569476,"Calle Manuel Romano, 2, Llanes, Principado de Asturias, España",+34609854613,"['10', '24']","['11:00-02:00', '11:00-02:00', '11:00-02:00', '11:00-02:00', '11:00-02:00', '11:00-02:00', '11:00-02:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",84,823,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Este bar sirve cocinas mediterránea y española. Muchos comensales vienen para probar su atrayente rape, su perfectamente elaborado laing y su tierno steak tartar. Pide una delicada tarta de queso, un generoso pastel de frutas o una sorprendente leche flan en Bar Picos de Europa. Su insuperable sidra recibe comentarios positivos. Es fácil encontrar este lugar gracias a su estupenda ubicación. Se comenta que aquí el personal es sofisticado. Su cuidado servicio es prueba del alto nivel de calidad de este lugar. Una serie de clientes consideran que los platos que ofrecen tienen unos precios razonables. Tienes garantizada una silenciosa atmósfera en este bar. Un 4,6 es lo que Bar Picos de Europa ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/Picos-de-Europa-Llanes,https://ciclismoaltitud.com,X
Restaurante El Campanu de Llanes, Llanes,43.4191918,-4.7548674,"Paseo de La República, 7, bajo 7, Llanes, Principado de Asturias, España",+34985401021,"['10', '24']","['13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00', 'Cerrado', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00', '13:00-16:00/20:00-23:00']","['Opciones vegetarianas', 'Española', 'Pescado y marisco']",84,1932,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Este restaurante se ha especializado en cocina española. Saborea sus bien trabajadas empanadas, sus caseros fabada y su sabrosa merluza. En Restaurante El Campanu de Llanes, sus visitantes pueden tomar un delicado pastel de frutas, una bien preparada tarta de queso y unas generosas torrijas. Es fácil encontrar este lugar gracias a su estupenda ubicación. Basándonos en las opiniones de los críticos, la sidra es estupenda. En este lugar, sus clientes pueden probar un espectacular café. Por si todo esto fuera poco, su personal es de confianza. Su pulcro servicio demuestra el alto nivel de calidad de este restaurante. Un gran número de usuarios destacan que los platos que ofrecen tienen unos precios apropiados. Una decoración moderna y su atmósfera atrayente ayudan a sus clientes a sentirse relajados. De acuerdo con los comentarios de los visitantes en Google, Restaurante El Campanu de Llanes merece un 4,3.",https://es.restaurantguru.com/El-Campanu-Llanes,https://carteame.es,https://www.instagram.com/restaurantelcampanullanes/?hl=es
Restaurante la Casona, Llanes,43.4206463,-4.7537334,"Calle Mayor, 26, Llanes, Principado de Asturias, España",+34985400958,"['24', '48']","['Cerrado', 'Cerrado', '12:00-15:30/20:00-23:00', '12:00-15:30/20:00-23:00', '12:00-15:30/20:00-23:00', '12:00-15:30/20:00-23:00', '12:00-15:30/20:00-23:00']","['Española', 'Europea']",84,2518,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'No wifi', 'Reserva', 'No hay entrega', 'Accesible para sillas de ruedas', 'TV', 'Para llevar']","Este restaurante se ha especializado en cocina española. Puedes pedir un sorprendente rape, unas perfectamente elaboradas navajas y una generosa fabada asturiana. Saborea la sabrosa tarta de queso, el atrayente pastel de frutas y la delicada tarta de chocolate que ofrece Restaurante la Casona. Empieza tu comida con una insuperable sidra, un sensacional cordial o una extraordinaria sangría. Su excelente café cortado está entre las bebidas más populares de este lugar. Vas a llevarte un buen recuerdo de este lugar, ya que es bien conocido por su gran servicio y su amable personal, siempre dispuesto a ayudar. Los precios son asequibles para la calidad que recibes. Este restaurante tiene un ambiente espectacular y una decoración sofisticada. Los usuarios de Google que visitaron Restaurante la Casona afirman que la valoración más adecuada es 4,2.",https://es.restaurantguru.com/La-Casona-Llanes,X,X
Bar Sidrería La Amistad, Llanes,43.4185832,-4.7539554,"Calle Cueto Bajo N° 8, Llanes, Principado de Asturias, España",+34985400893,"['21', '32']","['Cerrado', '08:30-23:30', '08:30-23:30', '08:30-23:30', '08:30-23:30', '08:30-23:30', '09:00-17:00']",['Española'],84,4560,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","La clave de este restaurante está en su cocina española. Según las opiniones de los clientes, aquí sus camareros te sirven unas perfectamente elaboradas croquetas, unas singulares empanadas y un sabroso rape. Muchos visitan Bar Sidrería La Amistad para probar su generoso pastel de frutas, su atrayente flan y su casera tarta de queso. Es el momento de degustar una sorprendente sidra, un irresistible cordial o un insuperable vino. Cuando visites este lugar, tienes que probar su extraordinario café cortado. Es fácil encontrar este lugar gracias a su gran ubicación. La mayoría de usuarios mencionan que en este establecimiento los camareros y camareras son creativos. Si quieres disfrutar de un admirable servicio, tienes que visitar este restaurante. Te van a gustar sus precios adecuados. En Bar Sidrería La Amistad, sus invitados disfrutan de un ambiente delicado y de una decoración cómoda. La nota global de este lugar en Google es de 4,6.",https://es.restaurantguru.com/La-Amistad-Llanes,X,X
Parrilla Restaurante Jj, Llanes,43.4208608,-4.7534367,"Calle Mayor, 25, BAJO, Llanes, Principado de Asturias, España",+34985400306,"['10', '24']","['12:00-16:00', '12:00-16:00', 'Cerrado', '12:00-16:00', '12:00-23:30', '12:00-23:30', '12:00-16:00']","['Asado', 'Grill', 'Española']",84,762,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar']","Si quieres tener un buen recuerdo de Los Cubos de la Memoria, ven primero a este restaurante. Se recomienda probar la cocina española de Parrilla Restaurante Jj. Este lugar te ofrece un bien trabajado rape, un singular chuletón y unos atrayentes patatas. La mayoría de los clientes recomienda probar su delicado flan, su generosa tarta de queso y su bien preparado postre de café. La estupenda ubicación de este lugar hace que llegar a él incluso en hora punta sea muy sencillo. Una serie de críticos consideran que puedes tomar una sensacional sidra o una irresistible sangría en este restaurante. Pide su sorprendente café. El personal es aquí sofisticado, y eso es lo que hace que Parrilla Restaurante Jj sea tan bueno. Su pulcro servicio te hará sentirte especial. Sus precios apropiados son una de esas cosas que se deben mencionar al hablar de este lugar. Una decoración estupenda y su ambiente acogedor ayudan a sus clientes a sentirse relajados. Un 4,3 es lo que este lugar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/Parrilla-Restaurante-Jj-Llanes,X,https://www.instagram.com/barparrillajj/?hl=es
La bodega del buzu, Llanes,43.4208164,-4.7535054,"C. Mayor, Llanes, Principado de Asturias, España",+34633787166,['10'],"['12:00-16:00', '12:00-16:00', 'Cerrado', '12:00-16:00', '12:00-23:30', '12:00-23:30', '12:00-16:00']","['', 'Pescado y marisco', 'Saludable', 'Española', 'Mediterránea']",82,795,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva']","Visita este restaurante y come algo si tienes hambre tras disfrutar de Los Cubos de la Memoria. Pide platos de las cocinas mediterránea y española en La bodega del buzu. En este lugar, sus clientes pueden tomar un atrayente rape, un perfectamente elaborado solomillo y un tierno laing. Invita a tus amigos y disfrutad de su singular pastel milhojas, su generoso milhojas y su delicado pastel de frutas. Es estupendo poder probar una insuperable sidra o un excelente vino. Aquí puedes beber un recomendable café. Es fácil encontrar este lugar gracias a su estupenda ubicación. Una serie de críticos dicen que aquí los camareros y camareras estan preparados. Su admirable servicio te hará sentirte especial. Un gran número de visitantes suponen que los platos que ofrecen tienen unos precios adecuados. Sin duda vas a disfrutar de su genial ambiente y su cuidada decoración. Este restaurante tiene en Google una nota de 4,2 según sus usuarios.",https://es.restaurantguru.com/La-bodega-del-buzu-Llanes,X,X
Sidrería Restaurante El Cuera, Llanes,43.4197284,-4.7553007,"Pl. Parres Sobrino, Llanes, Principado de Asturias, España",+34985400054,"['11', '21']","['12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30', '12:00-15:30/20:00-23:30']","['Europea', 'Española', 'Mediterránea']",82,1401,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'No accesible para sillas de ruedas']","Según las opiniones de sus visitantes, la comida mediterránea y española aquí es estupenda. Muchos visitan este bar para saborear su sorprendente entrecot, su singular entrecote y su tierno solomillo. Ahora relájate y prueba unos caseros helados, un bien trabajado pastel de frutas o una generosa tarta de queso. La carta de vinos es muy variada: hay que satisfacer las necesidades de todos los invitados. Una serie de clientes apuntan que en Sidrería Restaurante El Cuera puedes pedirte un café cortado recomendable. Un buen número de comensales consideran que su personal es abnegado. Su servicio siempre es cuidado, tenlo en cuenta. Este lugar te ofrece unos precios razonables por unas comidas apetitosas. Una decoración festiva y su atmósfera distendida ayudan a sus clientes a sentirse relajados. La nota media de este lugar en Google es de 4,1.",https://es.restaurantguru.com/El-Cuera-Llanes,X,https://www.instagram.com/restaurantecuera/?hl=es
La Casería de Santa Marina, Llanes,43.401703,-4.7815475,"LLN-7, 35, Llanes, Principado de Asturias, España",+34985400439,"['10', '24']","['Cerrado', 'Cerrado', 'Cerrado', 'Cerrado', '12:00-00:00', '12:00-00:00', '12:00-00:00']","['Española', 'Churrasquería']",88,4156,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi']","En este restaurante se sirve cocina española. Disfruta de un buen rato aquí y comparte su bien trabajado jamón, su generoso laing y su sorprendente rape con tus amistades. Siempre puedes disfrutar de un delicado pastel de frutas o una bien preparada tarta de queso: son la especialidad de La Casería de Santa Marina. Este lugar es conocido por su estupenda sidra, su irresistible sangría y su excelente cordial. En este lugar, sus clientes pueden beber un buen café cortado. Puedes venir con niños, ya que este lugar les ofrece un menú infantil muy variado. Se comenta que aquí el personal es cordial. Su profesional servicio es siempre un placer. Sus precios razonables son una de esas cosas que se deben resaltar al hablar de este restaurante. Una decoración singular y su ambiente interesante ayudan a sus clientes a sentirse relajados. Los usuarios de Google han premiado a La Casería de Santa Marina con un 4,5.",https://es.restaurantguru.com/La-Caseria-De-Santa-Marina-Llanes,https://yumglob.com,X
Las Torres, Llanes,43.4215859,-4.7592491,"Av. la Paz, 5, Llanes, Principado de Asturias, España",+34984704238,"['10', '24']",X,"['Asturiana', 'Española', 'Europea']",82,148,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']",Muchos críticos han reparado en el hecho de que el personal es de confianza en este restaurante. Su pulcro servicio es un bien conocido beneficio. Restaurante Las Torres arropa a sus clientes con una agradable atmósfera. Pero los visitantes valoran este lugar por debajo de la media en Google.,https://es.restaurantguru.com/Restaurante-Las-Torres-Llanes,https://dondeloencuentro.com,https://www.instagram.com/dondeloencuentro/?hl=es
Hotel La Palma de Llanes, Pancar,43.4071165,-4.7589348,"Avenida Félix, Fernández Vega, s/n, Pancar, Principado de Asturias, España",+34985401726,X,X,"['Española', 'Americana']",80,1242,['Reserva'],"Su cocina española, bajo la dirección de su talentoso chef, es en este establecimiento estupenda. Su perfectamente elaborado laing está entre esos platos que no hay que dejar de tomar en Hotel La Palma de Llanes. Aquí puedes pedir un magnífico zumo. La buenísima ubicación de este lugar hace que llegar a él incluso en hora punta sea muy sencillo. Por si todo esto fuera poco, sus camareros y camareras son alegres. Este lugar obsequia con un pulcro servicio a sus invitados. Tal y como un gran número de usuarios afirman, los decoración es agradable. Los usuarios de Google le han asignado una nota de 4,2 a Hotel La Palma de Llanes.",https://es.restaurantguru.com/Restaurante-La-Palma-De-Llanes-Spain,X,X
Hotel-Restaurante Rocamar, Llanes,43.4289404,-4.7835371,"33509 Playa de, Póo, Llanes, Principado de Asturias, España",+34985401213,"['10', '24']",X,['Mediterránea'],80,719,"['Tarjetas de crédito aceptadas', 'Reserva']","Todos sus clientes veneran la maravillosa cocina mediterránea de este restaurante. No hay nada mejor que pedir un generoso arroz negro, unas singulares empanadas o un bien trabajado laing. Hotel-Restaurante Rocamar podría recomendarse solo por su casero pastel de frutas y su sorprendente tarta de queso. Ven y prueba una extraordinaria cerveza o una deliciosa sidra. Degusta su insuperable café. Vas a llevarte un buen recuerdo de este lugar, ya que es famoso por su gran servicio y su amable personal, siempre dispuesto a ayudar. De acuerdo con las opiniones de los críticos, los precios son bajos. Los usuarios de Google han premiado a este lugar con un 4,4.",https://es.restaurantguru.com/Rocamar-Llanes,https://llaneshotelrocamar.com,X
Hoyín de la Villa (100% sin gluten), Llanes,43.4203498,-4.7540582,"Pl. Magdalena, Llanes, Principado de Asturias, España",+34615988738,"['10', '24']","['Cerrado', '12:00-16:00/19:00-23:00', '12:00-16:00/19:00-23:00', '12:00-16:00/19:00-23:00', 'Cerrado', 'Cerrado', 'Cerrado']",['Española'],80,114,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Accesible para sillas de ruedas']","Este restaurante sirve cocina española. Toma los generosos fabada que te ofrece Hoyín de la Villa (100% sin gluten). Aquí puedes tomar una irresistible sidra. Un buen número de clientes creen que su personal es servicial. Te va a gustar su sorprendente servicio. Su acogedora atmósfera es exactamente lo que necesitas tras una intensa semana de trabajo. Los usuarios de Google que visitaron este lugar afirman que la puntuación más adecuada es 4,5.",https://es.restaurantguru.com/Hoyin-de-la-Villa-100-sin-gluten-Llanes,X,X
