Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Sidrería Valdorta, Principado de Asturias,43.53756390,-5.68226410,"C. Desfiladero de la Hermida, 8, Gijón, Principado de Asturias, España, 33212",+34984093471, €14 - €70,"['LunesLun', '11:00-01:30', 'MartesMar', '11:00-01:30', 'MiércolesMié', '11:00-00:30', 'JuevesJue', '11:00-01:30', 'ViernesVie', '11:00-01:30', 'SábadoSáb', '11:00-01:30', 'DomingoDom', '11:00-02:30']",['Española'],78,417,"['Para llevar', 'Tarjetas de crédito aceptadas', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas']","Si disfrutas de la cocina española, ven a este restaurante. En Sidrería Valdorta, sus invitados pueden tomar un corriente laing. Invita a tus compañeros y disfrutad de su sabroso pastel de frutas. Los amantes de la sidra comprobarán que es extraordinaria. Las calificaciones tan altas de este lugar serían imposibles de lograr sin un admirable personal. Descansar y comer aquí es siempre un placer, principalmente por su genial servicio. Según las opiniones de los críticos, los precios son sorprendentes. Tienes garantizada una cuidada atmósfera en este lugar. Este restaurante ha sido galardonado con un 4,1 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Sidreria-Valeotra-Gijon,facebook.com,Desconocido
Bar Ría De Corme, Principado de Asturias,43.54010000,-5.69130000,"c/ Los Laboratorios, Gijón, Principado de Asturias, España, 33212",+34985098749,Desconocido,"['LunesLun', '10:00-00:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '10:00-00:00', 'JuevesJue', '10:00-00:00', 'ViernesVie', '10:00-00:00', 'SábadoSáb', '10:00-00:00', 'DomingoDom', '10:00-00:00']",['Española'],64,14,['Asientos al aire libre'],"Si deseas degustar recetas de la cocina española, no pierdas la oportunidad de venir a este restaurante. Los usuarios de Facebook le han dado una valoración de 4,3 estrellas a Bar Ría De Corme, por lo que es muy probable que satisfaga todas tus expectativas en cuanto a servicio y comida.",https://es.restaurantguru.com/Bar-Ria-De-Corme-Gijon-2,Desconocido,Desconocido
La Más Canalla, Gijón,43.54271160,-5.66182760,"C. San Bernardo, 29, Gijón, Principado de Asturias, España",+34984197972,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '20:00-23:00', 'JuevesJue', '20:00-23:00', 'ViernesVie', '13:30-16:0020:00-00:00', 'SábadoSáb', '13:30-16:0020:00-00:00', 'DomingoDom', '14:00-16:0020:00-23:00']",['Comida Rápida'],76,540,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Visitar Libreria Central Gijon requiere tiempo y esfuerzo, así que, si luego tienes hambre, visita este restaurante y disfruta de una estupenda comida. La Más Canalla te garantiza un sabroso laing, unas caseras hamburguesas americanas y unos perfectamente elaborados nachos. Disfruta de un estupendo rato aquí y comparte sus bien preparados brownies, sus singulares helados y su generoso helado de vainilla con tus amistades. Una serie de clientes se han dado cuenta de que puedes tomarte un excelente bourbon en este lugar. El servicio de entrega a domicilio es una de las grandes ventajas de este lugar. Su servicial personal da la bienvenida a los comensales todo el año. Siempre que vengas, notarás su abnegado servicio. Por la comida te van a cobrar unos precios bajos. En este restaurante, sus invitados disfrutan de una atmósfera confortable y de una decoración interesante. Los usuarios de Google le han otorgado una valoración de 4,5 a La Más Canalla.",https://es.restaurantguru.com/La-Mas-Canalla-Gijon,lamascanalla.com,@la_mas_canalla
Pizzastur, Gijón,43.54048550,-5.68392320,"Av de Galicia, 11, Gijón, Principado de Asturias, España",+34984492288,hasta €10,"['LunesLun', '20:00-23:30', 'MartesMar', '20:00-23:30', 'MiércolesMié', '20:00-23:30', 'JuevesJue', '20:00-23:30', 'ViernesVie', '13:00-16:0020:00-00:00', 'SábadoSáb', '13:00-16:0020:00-00:00', 'DomingoDom', '13:00-16:0019:00-23:30']","['Italiana', 'Pizza']",74,523,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'No accesible para sillas de ruedas']","Sus visitantes dicen que es una buena idea venir aquí por su comida italiana. Disfruta el singular rape, la casera pizza y el sorprendente laing que ofrece esta pizzería. El servicio de entrega a domicilio es una de las grandes ventajas de Pizzastur. Por si todo esto fuera poco, su personal es atento. Su estupendo servicio es un punto clave que juega un papel muy importante en el éxito de este lugar. Por la comida te van a cobrar unos precios razonables. Este lugar, con su exótica atmósfera, puede ser un buen sitio desde el que inicar tu viaje. Los usuarios de Google le han asignado una nota de 4,2 a esta pizzería.",https://es.restaurantguru.com/PIZZASTUR-Gijon,Desconocido,@pizzasturgijon
Bar La Curva pinzales, Principado de Asturias,43.48820000,-5.71840000,"pinzales, Gijón, Principado de Asturias, España, 33393",+34700000000,más de €48,Desconocido,['Española'],64,11,Desconocido,"En este restaurante, te servirán cocina española. En Facebook, Bar La Curva pinzales ha recibido muchos comentarios de sus usuarios y le han dado una nota de 4,3 estrellas, lo que significa que es muy popular y que bien merece una visita.",https://es.restaurantguru.com/Bar-La-Curva-pinzales-Gijon,Desconocido,Desconocido
Bosse Food & Drink, Principado de Asturias,43.54100000,-5.65800000,"C. Eladio Carreño, 3, Gijón, Principado de Asturias, España, 33202",+34984284655, €24 - €48,Desconocido,Desconocido,64,13,['Sin asientos al aire libre'],Ciudadela de Celestino Solar es algo que tienes que ver antes de disfrutar de una comida increíble en este club. Pero Bosse Food & Drink no ha recibido una valoración muy alta en Facebook.,https://es.restaurantguru.com/Bosse-Gijon-SaborEarte-Gijon,Desconocido,Desconocido
Mesón El Estanco de Somió, Gijón,43.53383230,-5.62070230,"Pl. Villamanín, 97, Gijón, Principado de Asturias, España",+34985369053, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '13:00-16:00', 'MiércolesMié', '13:00-16:00', 'JuevesJue', '13:00-16:00', 'ViernesVie', '13:00-16:0020:00-23:30', 'SábadoSáb', '13:00-16:0020:00-23:30', 'DomingoDom', '13:00-16:00']",['Española'],70,225,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si pasas cerca de Fundacion Museo Evaristo Valle, visita este restaurante. Mesón El Estanco de Somió te ofrece estupendos platos de la cocina española. Sus caseras ensaladas, generoso pescado y atrayente tortilla de patata te van a saber de maravilla. Una serie de usuarios mencionan que puedes beber un extraordinario vino o una estupenda cerveza en este lugar. Su eficiente personal recibe a los comensales todo el año. Su sorprendente servicio te hará sentirte especial. Una decoración moderna y su ambiente confortable ayudan a sus clientes a sentirse relajados. Un 4,1 es lo que este lugar ha recibido según el sistema de valoraciones de Google.",https://es.restaurantguru.com/El-Estanco-de-Somio-Gijon,virtualsn.es,@elestancodesomio
Bar Al Peso, Gijón,43.53807800,-5.65698620,"Calle Sta. Doradía, 19, Gijón, Principado de Asturias, España",+34984232061,hasta €10,"['LunesLun', '12:00-01:00', 'MartesMar', '12:00-01:00', 'MiércolesMié', '12:00-01:00', 'JuevesJue', '12:00-01:00', 'ViernesVie', '12:00-01:00', 'SábadoSáb', '12:00-01:00', 'DomingoDom', '12:00-01:00']","['Española', 'Grill', 'Bar de Vinos']",72,261,"['Wifi', 'Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Tras disfrutar de Ciudadela de Celestino Solar, es una buena idea visitar este bar. La carta de Bar Al Peso incluye platos de la cocina española. Prueba sus generosas tapas, su sabroso laing y su tierno embutidos para hacerte una idea de cómo es este lugar. No vas a poder olvidar la irresistible cerveza y el delicioso vino que se pueden encontrar aquí. Sus bien entrenados camareros y camareras reflejan el estilo y el carácter de este lugar. Una serie de críticos dicen que el servicio es eficiente. Según el criterio de los clientes, sus precios son interesantes. Su silencioso ambiente alegra el corazón de su clientela y atrae nuevos visitantes. Los usuarios de Google que visitaron este bar afirman que la puntuación más adecuada es 4,2.",https://es.restaurantguru.com/Al-Peso-Bar-Centro-Gijon,alpesogijon.com,Desconocido
Sidrería Boal, Gijón,43.53740570,-5.65562680,"C. Enrique Martínez, 4, Gijón, Principado de Asturias, España",+34984294112, €24 - €48,"['LunesLun', '11:00-17:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '11:00-01:00', 'JuevesJue', '11:00-01:00', 'ViernesVie', '11:00-01:00', 'SábadoSáb', '11:00-01:00', 'DomingoDom', '11:00-01:00']","['Española', 'Grill', 'Pescado y marisco']",74,720,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'TV']","Deberías ver Ciudadela de Celestino Solar justo después de comer en Sidrería Boal. La cocina española es lo que a sus clientes más les atrae en este bar. Disfruta de uno de los mejores placeres de esta vida: un sorprendente rape, un sabroso pulpo y un bien trabajado laing en agradable compañía. Sidrería Boal te agradará con su singular pastel de frutas y su atrayente tarta de queso. Es fácil encontrar este lugar gracias a su gran ubicación. Aquí puedes beber una insuperable sidra o un excelente vino. La gente normalmente visita este lugar para probar su espectacular limonada. Las calificaciones tan altas de este bar serían imposibles de lograr sin unos corteses camareros y camareras. Su cuidado servicio es un enorme beneficio. Los precios son asequibles para la calidad que recibes. Aquí encontrarás una tranquila atmósfera. Los usuarios de Google que visitaron Sidrería Boal afirman que la valoración más adecuada es 4,1.",https://es.restaurantguru.com/Sidreria-Boal-Gijon,asturiascalidad.com,Desconocido
Sidrería El Rincón De Celia, Gijón,43.53866870,-5.66859760,"C. Luanco, 16, Gijón, Principado de Asturias, España",+34984491708, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', 'Cerrado', 'JuevesJue', '12:00-16:3019:30-23:00', 'ViernesVie', '12:00-16:3020:00-00:00', 'SábadoSáb', '12:00-17:0020:00-00:00', 'DomingoDom', '12:00-17:00']","['Española', 'Opciones vegetarianas']",90,1826,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas', 'TV']","Este es el sitio con mejor calidad cerca de Parroquia de San Jose. Si nunca has degustado la cocina española, deberías reservar mesa en este bar. En Sidrería El Rincón De Celia, sus invitados pueden probar un atrayente jamón, un bien trabajado laing y unas tiernas croquetas de jamón. Disfruta de un estupendo rato aquí y comparte su singular pastel de frutas, su sabrosa tarta de chocolate y su delicado flan con tus amistades. La mayoría de clientes encuentran que en este lugar puedes pedirte una sidra irresistible. No pierdas la oportunidad de probar su insuperable café. El personal es aquí creativo, y eso es lo que hace que este lugar sea tan agradable. Su genial servicio te hará sentirte especial. Según el criterio de los usuarios, sus precios son satisfactorios. Hay un encantador ambiente en este bar, tal y como lo ven sus asiduos. Los usuarios de Google le han asignado una valoración de 4,6 a Sidrería El Rincón De Celia.",https://es.restaurantguru.com/Sidreria-El-Rincon-de-Celia-Gijon-3,Desconocido,Desconocido
Subway, Gijón,43.53902640,-5.66163000,"P.º Begoña, 16, Gijón, Principado de Asturias, España",+34984059004, €2 - €8,"['LunesLun', '09:30-22:00', 'MartesMar', '09:30-22:00', 'MiércolesMié', '09:30-22:00', 'JuevesJue', '09:30-22:00', 'ViernesVie', '09:30-23:30', 'SábadoSáb', '12:00-23:30', 'DomingoDom', '12:00-22:00']","['Americana', 'Opciones vegetarianas']",78,588,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Cuando programes tu viaje, no te olvides de Museo Nicanor Pinole y de decidirte por un sitio donde comer: este restaurante está justo al lado de ese lugar turístico. Disfruta el tierno laing, las perfectamente elaboradas albóndigas o el sabroso pollo teriyaki que te ofrece Subway. Aquí vas a encontrar unas sorprendentes galletas. Su sensacional café americano te está esperando en este lugar. El servicio de entrega a domicilio es una de las grandes ventajas de este lugar. Se comenta que aquí los empleados son estupendos. Este restaurante es conocido por su espectacular servicio. Aquí vas a pagar unos precios apropiados. Tal y como una serie de críticos afirman, la atmósfera es agradable. Subway tiene en Google una nota de 4,2 según sus clientes.",https://es.restaurantguru.com/Subway-Gijon,Desconocido,Desconocido
Al Peso, Gijón,43.52855400,-5.64113080,"Calle Corin Tellado, 2, Gijón, Principado de Asturias, España",+34984105743, €10 - €24,"['LunesLun', '07:00-00:00', 'MartesMar', '07:00-00:00', 'MiércolesMié', '07:00-00:00', 'JuevesJue', '07:00-00:00', 'ViernesVie', '07:00-00:00', 'SábadoSáb', '08:00-02:00', 'DomingoDom', '08:00-21:55']",['Española'],76,568,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'Estacionamiento', 'TV']","En este bar te van a servir cocina española. Puedes pedir sus atrayentes tapas, sus perfectamente elaboradas salchichas o su sorprendente embutidos. En Al Peso, sus visitantes pueden pedir una insuperable cerveza, un espectacular vino o un extraordinario vermú. Su magnífico café hará que tu comida esté incluso más deliciosa, lo que, seguramente, te hará volver. Una serie de críticos consideran que los camareros y camareras son eficientes en este lugar. Su estupendo servicio te hará sentirte especial. Podemos recomendar este establecimiento por sus precios interesantes. Ven aquí si buscas una moderna atmósfera. Pero un gran número de usuarios que usan Google no le otorgaron a este lugar una nota muy alta.",https://es.restaurantguru.com/Al-Peso-Gijon-2,grupoalpeso.com,Desconocido
Café Plaza, Gijón,43.54004790,-5.65739830,"Calle Cura Sama, 6, Gijón, Principado de Asturias, España",+34984490222, €12 - €19,"['LunesLun', '07:30-00:30', 'MartesMar', '07:30-00:30', 'MiércolesMié', '07:30-00:30', 'JuevesJue', '07:30-00:30', 'ViernesVie', '07:30-00:30', 'SábadoSáb', '08:30-01:00', 'DomingoDom', '08:30-01:00']",['Española'],82,1255,"['Sin asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Visita Ciudadela de Celestino Solar y acércate por este restaurante. En Café Plaza, te ofrecerán cocina española. Ven a por un bien trabajado rape, unas atrayentes tapas o un casero laing si tienes hambre. El flan que este lugar te recomienda esta sabroso. Es estupendo poder probar un extraordinario vino o una sensacional cerveza. Recomienda a sus visitantes distintas variedades de su magnífico café. Es fácil encontrar este lugar gracias a su gran ubicación. La mayoría de clientes han reparado en el hecho de que en este establecimiento los camareros y camareras estan bien entrenados. Su eficiente servicio es algo que estos restauradores saben cuidar. Aquí vas a pagar unos precios razonables. Este restaurante tiene un ambiente tranquilo y una decoración estupenda. De acuerdo con los comentarios de los usuarios en Google, Café Plaza merece un 4,2.",https://es.restaurantguru.com/Plaza-Gijon,cafeplazagijon.es,Desconocido
Sidrería Parrilla Miravalles, Gijón,43.53957940,-5.65416110,"Calle de la Playa 6, Gijón, Principado de Asturias, España",+34985086616, €10 - €26,"['LunesLun', '12:00-17:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-17:0019:30-00:30', 'JuevesJue', '12:00-17:0019:30-00:30', 'ViernesVie', '12:00-17:0019:30-00:30', 'SábadoSáb', '12:00-17:0019:30-00:30', 'DomingoDom', '12:00-17:0019:30-00:30']","['Española', 'Grill']",78,1116,"['Asientos al aire libre', 'Para llevar', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Sus comensales piden una mesa aquí para disfrutar de sus estupendas comidas y además disfrutan de las vistas de Ciudadela de Celestino Solar. Zambúyete en la increíble cocina española de este establecimiento. Puedes pedir un atrayente rape, unos caseros calamares y una sorprendente parrillada. Prueba el generoso pastel de frutas, el sabroso flan y la singular tarta de queso que tiene este restaurante. Es el momento de degustar una estupenda sidra o una deliciosa cerveza. Aquí puedes beber un recomendable café cortado. Es fácil encontrar Sidrería Parrilla Miravalles gracias a su gran ubicación. Un gran número de usuarios han notado que aquí los camareros y camareras son alegres. Su rápido servicio es algo que estos restauradores saben cuidar. Según el punto de vista de los clientes, sus precios son asequibles. Su moderno ambiente te espera en este lugar. Pero este lugar no ha recibido una puntuación muy alta por parte de los usuarios de Google.",https://es.restaurantguru.com/Sidreria-Miravalles-Gijon,sidreriaparrillamiravalles.es,Desconocido
